ORGANIZACIONES POLÍTICAS,TOTAL,%VÁLIDOS,%EMITIDOS,DEPARTAMENTO,PROVINCIA,DISTRITO
VICTORIA NACIONAL,59,6.385%,5.315%,AREQUIPA,CASTILLA,HUANCARQUI
ACCION POPULAR,164,17.749%,14.775%,AREQUIPA,CASTILLA,HUANCARQUI
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,112,12.121%,10.090%,AREQUIPA,CASTILLA,HUANCARQUI
PODEMOS PERU,30,3.247%,2.703%,AREQUIPA,CASTILLA,HUANCARQUI
JUNTOS POR EL PERU,66,7.143%,5.946%,AREQUIPA,CASTILLA,HUANCARQUI
PARTIDO POPULAR CRISTIANO - PPC,6,0.649%,0.541%,AREQUIPA,CASTILLA,HUANCARQUI
FUERZA POPULAR,71,7.684%,6.396%,AREQUIPA,CASTILLA,HUANCARQUI
UNION POR EL PERU,13,1.407%,1.171%,AREQUIPA,CASTILLA,HUANCARQUI
RENOVACION POPULAR,56,6.061%,5.045%,AREQUIPA,CASTILLA,HUANCARQUI
RENACIMIENTO UNIDO NACIONAL,5,0.541%,0.450%,AREQUIPA,CASTILLA,HUANCARQUI
PARTIDO DEMOCRATICO SOMOS PERU,13,1.407%,1.171%,AREQUIPA,CASTILLA,HUANCARQUI
PARTIDO POLITICO NACIONAL PERU LIBRE,287,31.061%,25.856%,AREQUIPA,CASTILLA,HUANCARQUI
DEMOCRACIA DIRECTA,1,0.108%,0.090%,AREQUIPA,CASTILLA,HUANCARQUI
ALIANZA PARA EL PROGRESO,11,1.190%,0.991%,AREQUIPA,CASTILLA,HUANCARQUI
PARTIDO NACIONALISTA PERUANO,13,4.962%,3.591%,AREQUIPA,CASTILLA,MACHAGUAY
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",1,0.382%,0.276%,AREQUIPA,CASTILLA,MACHAGUAY
PARTIDO MORADO,8,3.053%,2.210%,AREQUIPA,CASTILLA,MACHAGUAY
PERU PATRIA SEGURA,1,0.382%,0.276%,AREQUIPA,CASTILLA,MACHAGUAY
VICTORIA NACIONAL,7,2.672%,1.934%,AREQUIPA,CASTILLA,MACHAGUAY
ACCION POPULAR,19,7.252%,5.249%,AREQUIPA,CASTILLA,MACHAGUAY
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,8,3.053%,2.210%,AREQUIPA,CASTILLA,MACHAGUAY
PODEMOS PERU,2,0.763%,0.552%,AREQUIPA,CASTILLA,MACHAGUAY
JUNTOS POR EL PERU,37,14.122%,10.221%,AREQUIPA,CASTILLA,MACHAGUAY
PARTIDO POPULAR CRISTIANO - PPC,1,0.382%,0.276%,AREQUIPA,CASTILLA,MACHAGUAY
FUERZA POPULAR,9,3.435%,2.486%,AREQUIPA,CASTILLA,MACHAGUAY
UNION POR EL PERU,5,1.908%,1.381%,AREQUIPA,CASTILLA,MACHAGUAY
RENOVACION POPULAR,21,8.015%,5.801%,AREQUIPA,CASTILLA,MACHAGUAY
RENACIMIENTO UNIDO NACIONAL,1,0.382%,0.276%,AREQUIPA,CASTILLA,MACHAGUAY
PARTIDO DEMOCRATICO SOMOS PERU,4,1.527%,1.105%,AREQUIPA,CASTILLA,MACHAGUAY
PARTIDO POLITICO NACIONAL PERU LIBRE,119,45.420%,32.873%,AREQUIPA,CASTILLA,MACHAGUAY
DEMOCRACIA DIRECTA,1,0.382%,0.276%,AREQUIPA,CASTILLA,MACHAGUAY
ALIANZA PARA EL PROGRESO,5,1.908%,1.381%,AREQUIPA,CASTILLA,MACHAGUAY
PARTIDO NACIONALISTA PERUANO,31,1.957%,1.498%,AREQUIPA,CASTILLA,ORCOPAMPA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",12,0.758%,0.580%,AREQUIPA,CASTILLA,ORCOPAMPA
PARTIDO MORADO,8,0.505%,0.386%,AREQUIPA,CASTILLA,ORCOPAMPA
PERU PATRIA SEGURA,7,0.442%,0.338%,AREQUIPA,CASTILLA,ORCOPAMPA
VICTORIA NACIONAL,26,1.641%,1.256%,AREQUIPA,CASTILLA,ORCOPAMPA
ACCION POPULAR,230,14.520%,11.111%,AREQUIPA,CASTILLA,ORCOPAMPA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,96,6.061%,4.638%,AREQUIPA,CASTILLA,ORCOPAMPA
PODEMOS PERU,62,3.914%,2.995%,AREQUIPA,CASTILLA,ORCOPAMPA
JUNTOS POR EL PERU,92,5.808%,4.444%,AREQUIPA,CASTILLA,ORCOPAMPA
PARTIDO POPULAR CRISTIANO - PPC,7,0.442%,0.338%,AREQUIPA,CASTILLA,ORCOPAMPA
FUERZA POPULAR,37,2.336%,1.787%,AREQUIPA,CASTILLA,ORCOPAMPA
UNION POR EL PERU,29,1.831%,1.401%,AREQUIPA,CASTILLA,ORCOPAMPA
RENOVACION POPULAR,73,4.609%,3.527%,AREQUIPA,CASTILLA,ORCOPAMPA
RENACIMIENTO UNIDO NACIONAL,22,1.389%,1.063%,AREQUIPA,CASTILLA,ORCOPAMPA
PARTIDO DEMOCRATICO SOMOS PERU,5,0.316%,0.242%,AREQUIPA,CASTILLA,ORCOPAMPA
PARTIDO POLITICO NACIONAL PERU LIBRE,822,51.894%,39.710%,AREQUIPA,CASTILLA,ORCOPAMPA
DEMOCRACIA DIRECTA,8,0.505%,0.386%,AREQUIPA,CASTILLA,ORCOPAMPA
ALIANZA PARA EL PROGRESO,17,1.073%,0.821%,AREQUIPA,CASTILLA,ORCOPAMPA
PARTIDO NACIONALISTA PERUANO,48,5.363%,4.203%,AREQUIPA,CASTILLA,PAMPACOLCA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,0.223%,0.175%,AREQUIPA,CASTILLA,PAMPACOLCA
PARTIDO MORADO,19,2.123%,1.664%,AREQUIPA,CASTILLA,PAMPACOLCA
PERU PATRIA SEGURA,1,0.112%,0.088%,AREQUIPA,CASTILLA,PAMPACOLCA
VICTORIA NACIONAL,27,3.017%,2.364%,AREQUIPA,CASTILLA,PAMPACOLCA
ACCION POPULAR,123,13.743%,10.771%,AREQUIPA,CASTILLA,PAMPACOLCA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,60,6.704%,5.254%,AREQUIPA,CASTILLA,PAMPACOLCA
PODEMOS PERU,3,0.335%,0.263%,AREQUIPA,CASTILLA,PAMPACOLCA
JUNTOS POR EL PERU,80,8.939%,7.005%,AREQUIPA,CASTILLA,PAMPACOLCA
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,AREQUIPA,CASTILLA,PAMPACOLCA
FUERZA POPULAR,55,6.145%,4.816%,AREQUIPA,CASTILLA,PAMPACOLCA
UNION POR EL PERU,11,1.229%,0.963%,AREQUIPA,CASTILLA,PAMPACOLCA
RENOVACION POPULAR,33,3.687%,2.890%,AREQUIPA,CASTILLA,PAMPACOLCA
RENACIMIENTO UNIDO NACIONAL,11,1.229%,0.963%,AREQUIPA,CASTILLA,PAMPACOLCA
PARTIDO DEMOCRATICO SOMOS PERU,11,1.229%,0.963%,AREQUIPA,CASTILLA,PAMPACOLCA
PARTIDO POLITICO NACIONAL PERU LIBRE,394,44.022%,34.501%,AREQUIPA,CASTILLA,PAMPACOLCA
DEMOCRACIA DIRECTA,1,0.112%,0.088%,AREQUIPA,CASTILLA,PAMPACOLCA
ALIANZA PARA EL PROGRESO,16,1.788%,1.401%,AREQUIPA,CASTILLA,PAMPACOLCA
PARTIDO NACIONALISTA PERUANO,7,3.302%,2.583%,AREQUIPA,CASTILLA,TIPAN
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",0,0.000%,0.000%,AREQUIPA,CASTILLA,TIPAN
PARTIDO MORADO,8,3.774%,2.952%,AREQUIPA,CASTILLA,TIPAN
PERU PATRIA SEGURA,1,0.472%,0.369%,AREQUIPA,CASTILLA,TIPAN
VICTORIA NACIONAL,7,3.302%,2.583%,AREQUIPA,CASTILLA,TIPAN
ACCION POPULAR,51,24.057%,18.819%,AREQUIPA,CASTILLA,TIPAN
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,17,8.019%,6.273%,AREQUIPA,CASTILLA,TIPAN
PODEMOS PERU,3,1.415%,1.107%,AREQUIPA,CASTILLA,TIPAN
JUNTOS POR EL PERU,29,13.679%,10.701%,AREQUIPA,CASTILLA,TIPAN
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,AREQUIPA,CASTILLA,TIPAN
FUERZA POPULAR,10,4.717%,3.690%,AREQUIPA,CASTILLA,TIPAN
UNION POR EL PERU,8,3.774%,2.952%,AREQUIPA,CASTILLA,TIPAN
RENOVACION POPULAR,16,7.547%,5.904%,AREQUIPA,CASTILLA,TIPAN
RENACIMIENTO UNIDO NACIONAL,0,0.000%,0.000%,AREQUIPA,CASTILLA,TIPAN
PARTIDO DEMOCRATICO SOMOS PERU,3,1.415%,1.107%,AREQUIPA,CASTILLA,TIPAN
PARTIDO POLITICO NACIONAL PERU LIBRE,49,23.113%,18.081%,AREQUIPA,CASTILLA,TIPAN
DEMOCRACIA DIRECTA,0,0.000%,0.000%,AREQUIPA,CASTILLA,TIPAN
ALIANZA PARA EL PROGRESO,3,1.415%,1.107%,AREQUIPA,CASTILLA,TIPAN
PARTIDO NACIONALISTA PERUANO,60,1.795%,1.473%,AREQUIPA,CASTILLA,URACA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",21,0.628%,0.516%,AREQUIPA,CASTILLA,URACA
PARTIDO MORADO,75,2.244%,1.841%,AREQUIPA,CASTILLA,URACA
PERU PATRIA SEGURA,13,0.389%,0.319%,AREQUIPA,CASTILLA,URACA
VICTORIA NACIONAL,143,4.279%,3.511%,AREQUIPA,CASTILLA,URACA
ACCION POPULAR,555,16.607%,13.626%,AREQUIPA,CASTILLA,URACA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,406,12.148%,9.968%,AREQUIPA,CASTILLA,URACA
PODEMOS PERU,104,3.112%,2.553%,AREQUIPA,CASTILLA,URACA
JUNTOS POR EL PERU,182,5.446%,4.468%,AREQUIPA,CASTILLA,URACA
PARTIDO POPULAR CRISTIANO - PPC,27,0.808%,0.663%,AREQUIPA,CASTILLA,URACA
FUERZA POPULAR,306,9.156%,7.513%,AREQUIPA,CASTILLA,URACA
UNION POR EL PERU,40,1.197%,0.982%,AREQUIPA,CASTILLA,URACA
RENOVACION POPULAR,281,8.408%,6.899%,AREQUIPA,CASTILLA,URACA
RENACIMIENTO UNIDO NACIONAL,22,0.658%,0.540%,AREQUIPA,CASTILLA,URACA
PARTIDO DEMOCRATICO SOMOS PERU,38,1.137%,0.933%,AREQUIPA,CASTILLA,URACA
PARTIDO POLITICO NACIONAL PERU LIBRE,991,29.653%,24.331%,AREQUIPA,CASTILLA,URACA
DEMOCRACIA DIRECTA,0,0.000%,0.000%,AREQUIPA,CASTILLA,URACA
ALIANZA PARA EL PROGRESO,78,2.334%,1.915%,AREQUIPA,CASTILLA,URACA
PARTIDO NACIONALISTA PERUANO,3,3.409%,2.679%,AREQUIPA,CASTILLA,UÑON
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",0,0.000%,0.000%,AREQUIPA,CASTILLA,UÑON
PARTIDO MORADO,2,2.273%,1.786%,AREQUIPA,CASTILLA,UÑON
PERU PATRIA SEGURA,0,0.000%,0.000%,AREQUIPA,CASTILLA,UÑON
VICTORIA NACIONAL,5,5.682%,4.464%,AREQUIPA,CASTILLA,UÑON
ACCION POPULAR,14,15.909%,12.500%,AREQUIPA,CASTILLA,UÑON
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1,1.136%,0.893%,AREQUIPA,CASTILLA,UÑON
PODEMOS PERU,0,0.000%,0.000%,AREQUIPA,CASTILLA,UÑON
JUNTOS POR EL PERU,2,2.273%,1.786%,AREQUIPA,CASTILLA,UÑON
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,AREQUIPA,CASTILLA,UÑON
FUERZA POPULAR,1,1.136%,0.893%,AREQUIPA,CASTILLA,UÑON
UNION POR EL PERU,2,2.273%,1.786%,AREQUIPA,CASTILLA,UÑON
RENOVACION POPULAR,0,0.000%,0.000%,AREQUIPA,CASTILLA,UÑON
RENACIMIENTO UNIDO NACIONAL,4,4.545%,3.571%,AREQUIPA,CASTILLA,UÑON
PARTIDO DEMOCRATICO SOMOS PERU,0,0.000%,0.000%,AREQUIPA,CASTILLA,UÑON
PARTIDO POLITICO NACIONAL PERU LIBRE,54,61.364%,48.214%,AREQUIPA,CASTILLA,UÑON
DEMOCRACIA DIRECTA,0,0.000%,0.000%,AREQUIPA,CASTILLA,UÑON
ALIANZA PARA EL PROGRESO,0,0.000%,0.000%,AREQUIPA,CASTILLA,UÑON
PARTIDO NACIONALISTA PERUANO,19,4.077%,2.811%,AREQUIPA,CASTILLA,VIRACO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",5,1.073%,0.740%,AREQUIPA,CASTILLA,VIRACO
PARTIDO MORADO,13,2.790%,1.923%,AREQUIPA,CASTILLA,VIRACO
PERU PATRIA SEGURA,3,0.644%,0.444%,AREQUIPA,CASTILLA,VIRACO
VICTORIA NACIONAL,13,2.790%,1.923%,AREQUIPA,CASTILLA,VIRACO
ACCION POPULAR,46,9.871%,6.805%,AREQUIPA,CASTILLA,VIRACO
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,17,3.648%,2.515%,AREQUIPA,CASTILLA,VIRACO
PODEMOS PERU,5,1.073%,0.740%,AREQUIPA,CASTILLA,VIRACO
JUNTOS POR EL PERU,51,10.944%,7.544%,AREQUIPA,CASTILLA,VIRACO
PARTIDO POPULAR CRISTIANO - PPC,3,0.644%,0.444%,AREQUIPA,CASTILLA,VIRACO
FUERZA POPULAR,58,12.446%,8.580%,AREQUIPA,CASTILLA,VIRACO
UNION POR EL PERU,8,1.717%,1.183%,AREQUIPA,CASTILLA,VIRACO
RENOVACION POPULAR,29,6.223%,4.290%,AREQUIPA,CASTILLA,VIRACO
RENACIMIENTO UNIDO NACIONAL,7,1.502%,1.036%,AREQUIPA,CASTILLA,VIRACO
PARTIDO DEMOCRATICO SOMOS PERU,5,1.073%,0.740%,AREQUIPA,CASTILLA,VIRACO
PARTIDO POLITICO NACIONAL PERU LIBRE,176,37.768%,26.036%,AREQUIPA,CASTILLA,VIRACO
DEMOCRACIA DIRECTA,0,0.000%,0.000%,AREQUIPA,CASTILLA,VIRACO
ALIANZA PARA EL PROGRESO,8,1.717%,1.183%,AREQUIPA,CASTILLA,VIRACO
PARTIDO NACIONALISTA PERUANO,13,2.167%,1.715%,AREQUIPA,CAYLLOMA,ACHOMA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",2,0.333%,0.264%,AREQUIPA,CAYLLOMA,ACHOMA
PARTIDO MORADO,3,0.500%,0.396%,AREQUIPA,CAYLLOMA,ACHOMA
PERU PATRIA SEGURA,3,0.500%,0.396%,AREQUIPA,CAYLLOMA,ACHOMA
VICTORIA NACIONAL,5,0.833%,0.660%,AREQUIPA,CAYLLOMA,ACHOMA
ACCION POPULAR,39,6.500%,5.145%,AREQUIPA,CAYLLOMA,ACHOMA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,25,4.167%,3.298%,AREQUIPA,CAYLLOMA,ACHOMA
PODEMOS PERU,4,0.667%,0.528%,AREQUIPA,CAYLLOMA,ACHOMA
JUNTOS POR EL PERU,34,5.667%,4.485%,AREQUIPA,CAYLLOMA,ACHOMA
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,AREQUIPA,CAYLLOMA,ACHOMA
FUERZA POPULAR,18,3.000%,2.375%,AREQUIPA,CAYLLOMA,ACHOMA
UNION POR EL PERU,3,0.500%,0.396%,AREQUIPA,CAYLLOMA,ACHOMA
RENOVACION POPULAR,16,2.667%,2.111%,AREQUIPA,CAYLLOMA,ACHOMA
RENACIMIENTO UNIDO NACIONAL,3,0.500%,0.396%,AREQUIPA,CAYLLOMA,ACHOMA
PARTIDO DEMOCRATICO SOMOS PERU,2,0.333%,0.264%,AREQUIPA,CAYLLOMA,ACHOMA
PARTIDO POLITICO NACIONAL PERU LIBRE,419,69.833%,55.277%,AREQUIPA,CAYLLOMA,ACHOMA
DEMOCRACIA DIRECTA,2,0.333%,0.264%,AREQUIPA,CAYLLOMA,ACHOMA
ALIANZA PARA EL PROGRESO,9,1.500%,1.187%,AREQUIPA,CAYLLOMA,ACHOMA
PARTIDO NACIONALISTA PERUANO,19,1.931%,1.546%,AREQUIPA,CAYLLOMA,CABANACONDE
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",8,0.813%,0.651%,AREQUIPA,CAYLLOMA,CABANACONDE
PARTIDO MORADO,18,1.829%,1.465%,AREQUIPA,CAYLLOMA,CABANACONDE
PERU PATRIA SEGURA,3,0.305%,0.244%,AREQUIPA,CAYLLOMA,CABANACONDE
VICTORIA NACIONAL,23,2.337%,1.871%,AREQUIPA,CAYLLOMA,CABANACONDE
ACCION POPULAR,87,8.841%,7.079%,AREQUIPA,CAYLLOMA,CABANACONDE
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,37,3.760%,3.011%,AREQUIPA,CAYLLOMA,CABANACONDE
PODEMOS PERU,15,1.524%,1.221%,AREQUIPA,CAYLLOMA,CABANACONDE
JUNTOS POR EL PERU,152,15.447%,12.368%,AREQUIPA,CAYLLOMA,CABANACONDE
PARTIDO POPULAR CRISTIANO - PPC,4,0.407%,0.325%,AREQUIPA,CAYLLOMA,CABANACONDE
FUERZA POPULAR,97,9.858%,7.893%,AREQUIPA,CAYLLOMA,CABANACONDE
UNION POR EL PERU,9,0.915%,0.732%,AREQUIPA,CAYLLOMA,CABANACONDE
RENOVACION POPULAR,27,2.744%,2.197%,AREQUIPA,CAYLLOMA,CABANACONDE
RENACIMIENTO UNIDO NACIONAL,4,0.407%,0.325%,AREQUIPA,CAYLLOMA,CABANACONDE
PARTIDO DEMOCRATICO SOMOS PERU,4,0.407%,0.325%,AREQUIPA,CAYLLOMA,CABANACONDE
PARTIDO POLITICO NACIONAL PERU LIBRE,453,46.037%,36.859%,AREQUIPA,CAYLLOMA,CABANACONDE
DEMOCRACIA DIRECTA,3,0.305%,0.244%,AREQUIPA,CAYLLOMA,CABANACONDE
ALIANZA PARA EL PROGRESO,21,2.134%,1.709%,AREQUIPA,CAYLLOMA,CABANACONDE
PARTIDO NACIONALISTA PERUANO,8,0.826%,0.704%,AREQUIPA,CAYLLOMA,CALLALLI
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",4,0.413%,0.352%,AREQUIPA,CAYLLOMA,CALLALLI
PARTIDO MORADO,2,0.207%,0.176%,AREQUIPA,CAYLLOMA,CALLALLI
PERU PATRIA SEGURA,0,0.000%,0.000%,AREQUIPA,CAYLLOMA,CALLALLI
VICTORIA NACIONAL,4,0.413%,0.352%,AREQUIPA,CAYLLOMA,CALLALLI
ACCION POPULAR,65,6.715%,5.717%,AREQUIPA,CAYLLOMA,CALLALLI
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,43,4.442%,3.782%,AREQUIPA,CAYLLOMA,CALLALLI
PODEMOS PERU,5,0.517%,0.440%,AREQUIPA,CAYLLOMA,CALLALLI
JUNTOS POR EL PERU,83,8.574%,7.300%,AREQUIPA,CAYLLOMA,CALLALLI
PARTIDO POPULAR CRISTIANO - PPC,2,0.207%,0.176%,AREQUIPA,CAYLLOMA,CALLALLI
FUERZA POPULAR,20,2.066%,1.759%,AREQUIPA,CAYLLOMA,CALLALLI
UNION POR EL PERU,5,0.517%,0.440%,AREQUIPA,CAYLLOMA,CALLALLI
RENOVACION POPULAR,40,4.132%,3.518%,AREQUIPA,CAYLLOMA,CALLALLI
RENACIMIENTO UNIDO NACIONAL,11,1.136%,0.967%,AREQUIPA,CAYLLOMA,CALLALLI
PARTIDO DEMOCRATICO SOMOS PERU,3,0.310%,0.264%,AREQUIPA,CAYLLOMA,CALLALLI
PARTIDO POLITICO NACIONAL PERU LIBRE,669,69.112%,58.839%,AREQUIPA,CAYLLOMA,CALLALLI
DEMOCRACIA DIRECTA,0,0.000%,0.000%,AREQUIPA,CAYLLOMA,CALLALLI
ALIANZA PARA EL PROGRESO,4,0.413%,0.352%,AREQUIPA,CAYLLOMA,CALLALLI
PARTIDO NACIONALISTA PERUANO,19,1.284%,1.016%,AREQUIPA,CAYLLOMA,CAYLLOMA
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",15,1.014%,0.802%,AREQUIPA,CAYLLOMA,CAYLLOMA
PARTIDO MORADO,8,0.541%,0.428%,AREQUIPA,CAYLLOMA,CAYLLOMA
PERU PATRIA SEGURA,5,0.338%,0.267%,AREQUIPA,CAYLLOMA,CAYLLOMA
VICTORIA NACIONAL,10,0.676%,0.535%,AREQUIPA,CAYLLOMA,CAYLLOMA
ACCION POPULAR,96,6.486%,5.134%,AREQUIPA,CAYLLOMA,CAYLLOMA
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,51,3.446%,2.727%,AREQUIPA,CAYLLOMA,CAYLLOMA
PODEMOS PERU,9,0.608%,0.481%,AREQUIPA,CAYLLOMA,CAYLLOMA
JUNTOS POR EL PERU,104,7.027%,5.561%,AREQUIPA,CAYLLOMA,CAYLLOMA
PARTIDO POPULAR CRISTIANO - PPC,2,0.135%,0.107%,AREQUIPA,CAYLLOMA,CAYLLOMA
FUERZA POPULAR,43,2.905%,2.299%,AREQUIPA,CAYLLOMA,CAYLLOMA
UNION POR EL PERU,16,1.081%,0.856%,AREQUIPA,CAYLLOMA,CAYLLOMA
RENOVACION POPULAR,28,1.892%,1.497%,AREQUIPA,CAYLLOMA,CAYLLOMA
RENACIMIENTO UNIDO NACIONAL,16,1.081%,0.856%,AREQUIPA,CAYLLOMA,CAYLLOMA
PARTIDO DEMOCRATICO SOMOS PERU,12,0.811%,0.642%,AREQUIPA,CAYLLOMA,CAYLLOMA
PARTIDO POLITICO NACIONAL PERU LIBRE,1023,69.122%,54.706%,AREQUIPA,CAYLLOMA,CAYLLOMA
DEMOCRACIA DIRECTA,5,0.338%,0.267%,AREQUIPA,CAYLLOMA,CAYLLOMA
ALIANZA PARA EL PROGRESO,18,1.216%,0.963%,AREQUIPA,CAYLLOMA,CAYLLOMA
PARTIDO NACIONALISTA PERUANO,21,0.679%,0.583%,AREQUIPA,CAYLLOMA,CHIVAY
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",13,0.420%,0.361%,AREQUIPA,CAYLLOMA,CHIVAY
PARTIDO MORADO,18,0.582%,0.499%,AREQUIPA,CAYLLOMA,CHIVAY
PERU PATRIA SEGURA,5,0.162%,0.139%,AREQUIPA,CAYLLOMA,CHIVAY
VICTORIA NACIONAL,36,1.164%,0.999%,AREQUIPA,CAYLLOMA,CHIVAY
ACCION POPULAR,190,6.145%,5.272%,AREQUIPA,CAYLLOMA,CHIVAY
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,190,6.145%,5.272%,AREQUIPA,CAYLLOMA,CHIVAY
PODEMOS PERU,45,1.455%,1.249%,AREQUIPA,CAYLLOMA,CHIVAY
JUNTOS POR EL PERU,193,6.242%,5.355%,AREQUIPA,CAYLLOMA,CHIVAY
PARTIDO POPULAR CRISTIANO - PPC,9,0.291%,0.250%,AREQUIPA,CAYLLOMA,CHIVAY
FUERZA POPULAR,97,3.137%,2.691%,AREQUIPA,CAYLLOMA,CHIVAY
UNION POR EL PERU,32,1.035%,0.888%,AREQUIPA,CAYLLOMA,CHIVAY
RENOVACION POPULAR,143,4.625%,3.968%,AREQUIPA,CAYLLOMA,CHIVAY
RENACIMIENTO UNIDO NACIONAL,21,0.679%,0.583%,AREQUIPA,CAYLLOMA,CHIVAY
PARTIDO DEMOCRATICO SOMOS PERU,17,0.550%,0.472%,AREQUIPA,CAYLLOMA,CHIVAY
PARTIDO POLITICO NACIONAL PERU LIBRE,2004,64.812%,55.605%,AREQUIPA,CAYLLOMA,CHIVAY
DEMOCRACIA DIRECTA,6,0.194%,0.166%,AREQUIPA,CAYLLOMA,CHIVAY
ALIANZA PARA EL PROGRESO,52,1.682%,1.443%,AREQUIPA,CAYLLOMA,CHIVAY
PARTIDO NACIONALISTA PERUANO,8,1.333%,1.105%,AREQUIPA,CAYLLOMA,COPORAQUE
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",1,0.167%,0.138%,AREQUIPA,CAYLLOMA,COPORAQUE
PARTIDO MORADO,3,0.500%,0.414%,AREQUIPA,CAYLLOMA,COPORAQUE
PERU PATRIA SEGURA,3,0.500%,0.414%,AREQUIPA,CAYLLOMA,COPORAQUE
VICTORIA NACIONAL,3,0.500%,0.414%,AREQUIPA,CAYLLOMA,COPORAQUE
ACCION POPULAR,50,8.333%,6.906%,AREQUIPA,CAYLLOMA,COPORAQUE
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,26,4.333%,3.591%,AREQUIPA,CAYLLOMA,COPORAQUE
PODEMOS PERU,2,0.333%,0.276%,AREQUIPA,CAYLLOMA,COPORAQUE
JUNTOS POR EL PERU,45,7.500%,6.215%,AREQUIPA,CAYLLOMA,COPORAQUE
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,AREQUIPA,CAYLLOMA,COPORAQUE
FUERZA POPULAR,21,3.500%,2.901%,AREQUIPA,CAYLLOMA,COPORAQUE
UNION POR EL PERU,5,0.833%,0.691%,AREQUIPA,CAYLLOMA,COPORAQUE
RENOVACION POPULAR,16,2.667%,2.210%,AREQUIPA,CAYLLOMA,COPORAQUE
RENACIMIENTO UNIDO NACIONAL,8,1.333%,1.105%,AREQUIPA,CAYLLOMA,COPORAQUE
PARTIDO DEMOCRATICO SOMOS PERU,0,0.000%,0.000%,AREQUIPA,CAYLLOMA,COPORAQUE
PARTIDO POLITICO NACIONAL PERU LIBRE,397,66.167%,54.834%,AREQUIPA,CAYLLOMA,COPORAQUE
DEMOCRACIA DIRECTA,1,0.167%,0.138%,AREQUIPA,CAYLLOMA,COPORAQUE
ALIANZA PARA EL PROGRESO,11,1.833%,1.519%,AREQUIPA,CAYLLOMA,COPORAQUE
PARTIDO NACIONALISTA PERUANO,20,5.348%,4.329%,AREQUIPA,CAYLLOMA,HUAMBO
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",6,1.604%,1.299%,AREQUIPA,CAYLLOMA,HUAMBO
PARTIDO MORADO,2,0.535%,0.433%,AREQUIPA,CAYLLOMA,HUAMBO
PERU PATRIA SEGURA,0,0.000%,0.000%,AREQUIPA,CAYLLOMA,HUAMBO
VICTORIA NACIONAL,4,1.070%,0.866%,AREQUIPA,CAYLLOMA,HUAMBO
ACCION POPULAR,36,9.626%,7.792%,AREQUIPA,CAYLLOMA,HUAMBO
AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,22,5.882%,4.762%,AREQUIPA,CAYLLOMA,HUAMBO
PODEMOS PERU,4,1.070%,0.866%,AREQUIPA,CAYLLOMA,HUAMBO
JUNTOS POR EL PERU,42,11.230%,9.091%,AREQUIPA,CAYLLOMA,HUAMBO
PARTIDO POPULAR CRISTIANO - PPC,0,0.000%,0.000%,AREQUIPA,CAYLLOMA,HUAMBO
FUERZA POPULAR,17,4.545%,3.680%,AREQUIPA,CAYLLOMA,HUAMBO
UNION POR EL PERU,6,1.604%,1.299%,AREQUIPA,CAYLLOMA,HUAMBO
RENOVACION POPULAR,8,2.139%,1.732%,AREQUIPA,CAYLLOMA,HUAMBO
